ccaa,provincia,mun_centro,nombre_centro,camas,telefono,direccion_completa,lat,lon,especialidad
Aragón,Zaragoza,Zaragoza,Hospital San Juan de Dios,188,976271660,"Paseo Colón 14, 50006, Zaragoza, Zaragoza, Aragón",41.63499233,-0.8879763038,Nefrología y/o urología
Aragón,Zaragoza,Zaragoza,Hospital San Juan de Dios,188,976271660,"Paseo Colón 14, 50006, Zaragoza, Zaragoza, Aragón",41.63499233,-0.8879763038,Neurología/Neurocirugía
Aragón,Zaragoza,Zaragoza,Hospital San Juan de Dios,188,976271660,"Paseo Colón 14, 50006, Zaragoza, Zaragoza, Aragón",41.63499233,-0.8879763038,Radiodiagnóstico
Aragón,Zaragoza,Zaragoza,Hospital San Juan de Dios,188,976271660,"Paseo Colón 14, 50006, Zaragoza, Zaragoza, Aragón",41.63499233,-0.8879763038,Rehabilitación y fisioterapia
Aragón,Zaragoza,Zaragoza,Hospital San Juan de Dios,188,976271660,"Paseo Colón 14, 50006, Zaragoza, Zaragoza, Aragón",41.63499233,-0.8879763038,Cuidados paliativos
Aragón,Zaragoza,Zaragoza,Hospital San Juan de Dios,188,976271660,"Paseo Colón 14, 50006, Zaragoza, Zaragoza, Aragón",41.63499233,-0.8879763038,Geriatría
Aragón,Zaragoza,Zaragoza,Hospital San Juan de Dios,188,976271660,"Paseo Colón 14, 50006, Zaragoza, Zaragoza, Aragón",41.63499233,-0.8879763038,Logopedia y/o foniatría
Aragón,Zaragoza,Zaragoza,Hospital Universitario Miguel Servet,1198,976765500,"Paseo Isabel La Católica 1-3, 50009, Zaragoza, Zaragoza, Aragón",41.63494703,-0.8999279421,Hospital de día y/o cirugía ambulatoria
Aragón,Zaragoza,Zaragoza,Hospital Universitario Miguel Servet,1198,976765500,"Paseo Isabel La Católica 1-3, 50009, Zaragoza, Zaragoza, Aragón",41.63494703,-0.8999279421,Medicina interna
Aragón,Zaragoza,Zaragoza,Hospital Universitario Miguel Servet,1198,976765500,"Paseo Isabel La Católica 1-3, 50009, Zaragoza, Zaragoza, Aragón",41.63494703,-0.8999279421,Psicología y/o psiquiatría
Aragón,Zaragoza,Zaragoza,Hospital Universitario Miguel Servet,1198,976765500,"Paseo Isabel La Católica 1-3, 50009, Zaragoza, Zaragoza, Aragón",41.63494703,-0.8999279421,Angiología y cirugía vascular
Aragón,Zaragoza,Zaragoza,Hospital Universitario Miguel Servet,1198,976765500,"Paseo Isabel La Católica 1-3, 50009, Zaragoza, Zaragoza, Aragón",41.63494703,-0.8999279421,Cardiología y/o cirugía cardiotorácica
Aragón,Zaragoza,Zaragoza,Hospital Universitario Miguel Servet,1198,976765500,"Paseo Isabel La Católica 1-3, 50009, Zaragoza, Zaragoza, Aragón",41.63494703,-0.8999279421,"Cirugía general, odontología y digestivo"
Aragón,Zaragoza,Zaragoza,Hospital Universitario Miguel Servet,1198,976765500,"Paseo Isabel La Católica 1-3, 50009, Zaragoza, Zaragoza, Aragón",41.63494703,-0.8999279421,Dermatología
Aragón,Zaragoza,Zaragoza,Hospital Universitario Miguel Servet,1198,976765500,"Paseo Isabel La Católica 1-3, 50009, Zaragoza, Zaragoza, Aragón",41.63494703,-0.8999279421,Endocrinología y nutrición
Aragón,Zaragoza,Zaragoza,Hospital Universitario Miguel Servet,1198,976765500,"Paseo Isabel La Católica 1-3, 50009, Zaragoza, Zaragoza, Aragón",41.63494703,-0.8999279421,Genética
Aragón,Zaragoza,Zaragoza,Hospital Universitario Miguel Servet,1198,976765500,"Paseo Isabel La Católica 1-3, 50009, Zaragoza, Zaragoza, Aragón",41.63494703,-0.8999279421,Ginecología y obstetricia
Aragón,Zaragoza,Zaragoza,Hospital Universitario Miguel Servet,1198,976765500,"Paseo Isabel La Católica 1-3, 50009, Zaragoza, Zaragoza, Aragón",41.63494703,-0.8999279421,Hematología y/o hemoterapia
Aragón,Zaragoza,Zaragoza,Hospital Universitario Miguel Servet,1198,976765500,"Paseo Isabel La Católica 1-3, 50009, Zaragoza, Zaragoza, Aragón",41.63494703,-0.8999279421,"Medicina estética, cirugía y quemados"
Aragón,Zaragoza,Zaragoza,Hospital Universitario Miguel Servet,1198,976765500,"Paseo Isabel La Católica 1-3, 50009, Zaragoza, Zaragoza, Aragón",41.63494703,-0.8999279421,Medicina intensiva
Aragón,Zaragoza,Zaragoza,Hospital Universitario Miguel Servet,1198,976765500,"Paseo Isabel La Católica 1-3, 50009, Zaragoza, Zaragoza, Aragón",41.63494703,-0.8999279421,Nefrología y/o urología
Aragón,Zaragoza,Zaragoza,Hospital Universitario Miguel Servet,1198,976765500,"Paseo Isabel La Católica 1-3, 50009, Zaragoza, Zaragoza, Aragón",41.63494703,-0.8999279421,Neumología
Aragón,Zaragoza,Zaragoza,Hospital Universitario Miguel Servet,1198,976765500,"Paseo Isabel La Católica 1-3, 50009, Zaragoza, Zaragoza, Aragón",41.63494703,-0.8999279421,Neurología/Neurocirugía
Aragón,Zaragoza,Zaragoza,Hospital Universitario Miguel Servet,1198,976765500,"Paseo Isabel La Católica 1-3, 50009, Zaragoza, Zaragoza, Aragón",41.63494703,-0.8999279421,Oftalmología y/o cirugía refractiva
Aragón,Zaragoza,Zaragoza,Hospital Universitario Miguel Servet,1198,976765500,"Paseo Isabel La Católica 1-3, 50009, Zaragoza, Zaragoza, Aragón",41.63494703,-0.8999279421,Oncología y/o radioterapia
Aragón,Zaragoza,Zaragoza,Hospital Universitario Miguel Servet,1198,976765500,"Paseo Isabel La Católica 1-3, 50009, Zaragoza, Zaragoza, Aragón",41.63494703,-0.8999279421,Otorrinolaringología
Aragón,Zaragoza,Zaragoza,Hospital Universitario Miguel Servet,1198,976765500,"Paseo Isabel La Católica 1-3, 50009, Zaragoza, Zaragoza, Aragón",41.63494703,-0.8999279421,Radiodiagnóstico
Aragón,Zaragoza,Zaragoza,Hospital Universitario Miguel Servet,1198,976765500,"Paseo Isabel La Católica 1-3, 50009, Zaragoza, Zaragoza, Aragón",41.63494703,-0.8999279421,Rehabilitación y fisioterapia
Aragón,Zaragoza,Zaragoza,Hospital Universitario Miguel Servet,1198,976765500,"Paseo Isabel La Católica 1-3, 50009, Zaragoza, Zaragoza, Aragón",41.63494703,-0.8999279421,Reproducción asistida
Aragón,Zaragoza,Zaragoza,Hospital Universitario Miguel Servet,1198,976765500,"Paseo Isabel La Católica 1-3, 50009, Zaragoza, Zaragoza, Aragón",41.63494703,-0.8999279421,Reumatología
Aragón,Zaragoza,Zaragoza,Hospital Universitario Miguel Servet,1198,976765500,"Paseo Isabel La Católica 1-3, 50009, Zaragoza, Zaragoza, Aragón",41.63494703,-0.8999279421,Tratamiento del dolor
Aragón,Zaragoza,Zaragoza,Hospital Universitario Miguel Servet,1198,976765500,"Paseo Isabel La Católica 1-3, 50009, Zaragoza, Zaragoza, Aragón",41.63494703,-0.8999279421,Traumatología y/o cirugía ortopédica
Aragón,Zaragoza,Zaragoza,Hospital Universitario Miguel Servet,1198,976765500,"Paseo Isabel La Católica 1-3, 50009, Zaragoza, Zaragoza, Aragón",41.63494703,-0.8999279421,Cuidados paliativos
Aragón,Zaragoza,Zaragoza,Hospital Universitario Miguel Servet,1198,976765500,"Paseo Isabel La Católica 1-3, 50009, Zaragoza, Zaragoza, Aragón",41.63494703,-0.8999279421,Geriatría
Aragón,Zaragoza,Zaragoza,Hospital Universitario Miguel Servet,1198,976765500,"Paseo Isabel La Católica 1-3, 50009, Zaragoza, Zaragoza, Aragón",41.63494703,-0.8999279421,Cuidados pediátricos
Aragón,Zaragoza,Zaragoza,Hospital Universitario Miguel Servet,1198,976765500,"Paseo Isabel La Católica 1-3, 50009, Zaragoza, Zaragoza, Aragón",41.63494703,-0.8999279421,Medicina preventiva
Aragón,Zaragoza,Zaragoza,Hospital Universitario Miguel Servet,1198,976765500,"Paseo Isabel La Católica 1-3, 50009, Zaragoza, Zaragoza, Aragón",41.63494703,-0.8999279421,Transplante y extracción de órganos
Aragón,Zaragoza,Zaragoza,Hospital Universitario Miguel Servet,1198,976765500,"Paseo Isabel La Católica 1-3, 50009, Zaragoza, Zaragoza, Aragón",41.63494703,-0.8999279421,Logopedia y/o foniatría
Aragón,Zaragoza,Zaragoza,Centro de Rehabilitación Psicosocial Nuestra Señora Del Pilar,200,976331500,"Calle Duquesa Villahermosa 66-68, 50009, Zaragoza, Zaragoza, Aragón",41.64693654,-0.9089887019,Psicología y/o psiquiatría
Aragón,Zaragoza,Zaragoza,Centro de Rehabilitación Psicosocial Nuestra Señora Del Pilar,200,976331500,"Calle Duquesa Villahermosa 66-68, 50009, Zaragoza, Zaragoza, Aragón",41.64693654,-0.9089887019,Rehabilitación y fisioterapia
Aragón,Zaragoza,Ejea De Los Caballeros,Centro Sanitario Cinco Villas,32,976677978,"Calle Antonio Machado S/N, 50600, Ejea de Los Caballeros, Zaragoza, Aragón",42.12629579,-1.130058788,Hospital de día y/o cirugía ambulatoria
Aragón,Zaragoza,Ejea De Los Caballeros,Centro Sanitario Cinco Villas,32,976677978,"Calle Antonio Machado S/N, 50600, Ejea de Los Caballeros, Zaragoza, Aragón",42.12629579,-1.130058788,Medicina interna
Aragón,Zaragoza,Ejea De Los Caballeros,Centro Sanitario Cinco Villas,32,976677978,"Calle Antonio Machado S/N, 50600, Ejea de Los Caballeros, Zaragoza, Aragón",42.12629579,-1.130058788,Cardiología y/o cirugía cardiotorácica
Aragón,Zaragoza,Ejea De Los Caballeros,Centro Sanitario Cinco Villas,32,976677978,"Calle Antonio Machado S/N, 50600, Ejea de Los Caballeros, Zaragoza, Aragón",42.12629579,-1.130058788,"Cirugía general, odontología y digestivo"
Aragón,Zaragoza,Ejea De Los Caballeros,Centro Sanitario Cinco Villas,32,976677978,"Calle Antonio Machado S/N, 50600, Ejea de Los Caballeros, Zaragoza, Aragón",42.12629579,-1.130058788,Dermatología
Aragón,Zaragoza,Ejea De Los Caballeros,Centro Sanitario Cinco Villas,32,976677978,"Calle Antonio Machado S/N, 50600, Ejea de Los Caballeros, Zaragoza, Aragón",42.12629579,-1.130058788,Ginecología y obstetricia
Aragón,Zaragoza,Ejea De Los Caballeros,Centro Sanitario Cinco Villas,32,976677978,"Calle Antonio Machado S/N, 50600, Ejea de Los Caballeros, Zaragoza, Aragón",42.12629579,-1.130058788,Nefrología y/o urología
Aragón,Zaragoza,Ejea De Los Caballeros,Centro Sanitario Cinco Villas,32,976677978,"Calle Antonio Machado S/N, 50600, Ejea de Los Caballeros, Zaragoza, Aragón",42.12629579,-1.130058788,Neumología
Aragón,Zaragoza,Ejea De Los Caballeros,Centro Sanitario Cinco Villas,32,976677978,"Calle Antonio Machado S/N, 50600, Ejea de Los Caballeros, Zaragoza, Aragón",42.12629579,-1.130058788,Neurología/Neurocirugía
Aragón,Zaragoza,Ejea De Los Caballeros,Centro Sanitario Cinco Villas,32,976677978,"Calle Antonio Machado S/N, 50600, Ejea de Los Caballeros, Zaragoza, Aragón",42.12629579,-1.130058788,Oftalmología y/o cirugía refractiva
Aragón,Zaragoza,Ejea De Los Caballeros,Centro Sanitario Cinco Villas,32,976677978,"Calle Antonio Machado S/N, 50600, Ejea de Los Caballeros, Zaragoza, Aragón",42.12629579,-1.130058788,Otorrinolaringología
Aragón,Zaragoza,Ejea De Los Caballeros,Centro Sanitario Cinco Villas,32,976677978,"Calle Antonio Machado S/N, 50600, Ejea de Los Caballeros, Zaragoza, Aragón",42.12629579,-1.130058788,Radiodiagnóstico
Aragón,Zaragoza,Ejea De Los Caballeros,Centro Sanitario Cinco Villas,32,976677978,"Calle Antonio Machado S/N, 50600, Ejea de Los Caballeros, Zaragoza, Aragón",42.12629579,-1.130058788,Rehabilitación y fisioterapia
Aragón,Zaragoza,Ejea De Los Caballeros,Centro Sanitario Cinco Villas,32,976677978,"Calle Antonio Machado S/N, 50600, Ejea de Los Caballeros, Zaragoza, Aragón",42.12629579,-1.130058788,Traumatología y/o cirugía ortopédica
Aragón,Zaragoza,Ejea De Los Caballeros,Centro Sanitario Cinco Villas,32,976677978,"Calle Antonio Machado S/N, 50600, Ejea de Los Caballeros, Zaragoza, Aragón",42.12629579,-1.130058788,Alergología
Aragón,Zaragoza,Zaragoza,Unidad Rehabilitadora de Media Estancia Profesor Rey Ardid,39,976731000,"Calle Camino Viejo de la Alfocea 10, 50191, Zaragoza, Zaragoza, Aragón",41.6892882,-0.8897007264,Psicología y/o psiquiatría
Aragón,Zaragoza,Zaragoza,Hospital General de la Defensa en Zaragoza,200,976567710,"Calle Vía Ibérica 1-15 1-15, 50009, Zaragoza, Zaragoza, Aragón",41.63038534,-0.9039269625,Hospital de día y/o cirugía ambulatoria
Aragón,Zaragoza,Zaragoza,Hospital General de la Defensa en Zaragoza,200,976567710,"Calle Vía Ibérica 1-15 1-15, 50009, Zaragoza, Zaragoza, Aragón",41.63038534,-0.9039269625,Medicina interna
Aragón,Zaragoza,Zaragoza,Hospital General de la Defensa en Zaragoza,200,976567710,"Calle Vía Ibérica 1-15 1-15, 50009, Zaragoza, Zaragoza, Aragón",41.63038534,-0.9039269625,Psicología y/o psiquiatría
Aragón,Zaragoza,Zaragoza,Hospital General de la Defensa en Zaragoza,200,976567710,"Calle Vía Ibérica 1-15 1-15, 50009, Zaragoza, Zaragoza, Aragón",41.63038534,-0.9039269625,Cardiología y/o cirugía cardiotorácica
Aragón,Zaragoza,Zaragoza,Hospital General de la Defensa en Zaragoza,200,976567710,"Calle Vía Ibérica 1-15 1-15, 50009, Zaragoza, Zaragoza, Aragón",41.63038534,-0.9039269625,"Cirugía general, odontología y digestivo"
Aragón,Zaragoza,Zaragoza,Hospital General de la Defensa en Zaragoza,200,976567710,"Calle Vía Ibérica 1-15 1-15, 50009, Zaragoza, Zaragoza, Aragón",41.63038534,-0.9039269625,Dermatología
Aragón,Zaragoza,Zaragoza,Hospital General de la Defensa en Zaragoza,200,976567710,"Calle Vía Ibérica 1-15 1-15, 50009, Zaragoza, Zaragoza, Aragón",41.63038534,-0.9039269625,Ginecología y obstetricia
Aragón,Zaragoza,Zaragoza,Hospital General de la Defensa en Zaragoza,200,976567710,"Calle Vía Ibérica 1-15 1-15, 50009, Zaragoza, Zaragoza, Aragón",41.63038534,-0.9039269625,Hematología y/o hemoterapia
Aragón,Zaragoza,Zaragoza,Hospital General de la Defensa en Zaragoza,200,976567710,"Calle Vía Ibérica 1-15 1-15, 50009, Zaragoza, Zaragoza, Aragón",41.63038534,-0.9039269625,Medicina intensiva
Aragón,Zaragoza,Zaragoza,Hospital General de la Defensa en Zaragoza,200,976567710,"Calle Vía Ibérica 1-15 1-15, 50009, Zaragoza, Zaragoza, Aragón",41.63038534,-0.9039269625,Nefrología y/o urología
Aragón,Zaragoza,Zaragoza,Hospital General de la Defensa en Zaragoza,200,976567710,"Calle Vía Ibérica 1-15 1-15, 50009, Zaragoza, Zaragoza, Aragón",41.63038534,-0.9039269625,Neumología
Aragón,Zaragoza,Zaragoza,Hospital General de la Defensa en Zaragoza,200,976567710,"Calle Vía Ibérica 1-15 1-15, 50009, Zaragoza, Zaragoza, Aragón",41.63038534,-0.9039269625,Neurología/Neurocirugía
Aragón,Zaragoza,Zaragoza,Hospital General de la Defensa en Zaragoza,200,976567710,"Calle Vía Ibérica 1-15 1-15, 50009, Zaragoza, Zaragoza, Aragón",41.63038534,-0.9039269625,Oftalmología y/o cirugía refractiva
Aragón,Zaragoza,Zaragoza,Hospital General de la Defensa en Zaragoza,200,976567710,"Calle Vía Ibérica 1-15 1-15, 50009, Zaragoza, Zaragoza, Aragón",41.63038534,-0.9039269625,Otorrinolaringología
Aragón,Zaragoza,Zaragoza,Hospital General de la Defensa en Zaragoza,200,976567710,"Calle Vía Ibérica 1-15 1-15, 50009, Zaragoza, Zaragoza, Aragón",41.63038534,-0.9039269625,Radiodiagnóstico
Aragón,Zaragoza,Zaragoza,Hospital General de la Defensa en Zaragoza,200,976567710,"Calle Vía Ibérica 1-15 1-15, 50009, Zaragoza, Zaragoza, Aragón",41.63038534,-0.9039269625,Rehabilitación y fisioterapia
Aragón,Zaragoza,Zaragoza,Hospital General de la Defensa en Zaragoza,200,976567710,"Calle Vía Ibérica 1-15 1-15, 50009, Zaragoza, Zaragoza, Aragón",41.63038534,-0.9039269625,Reumatología
Aragón,Zaragoza,Zaragoza,Hospital General de la Defensa en Zaragoza,200,976567710,"Calle Vía Ibérica 1-15 1-15, 50009, Zaragoza, Zaragoza, Aragón",41.63038534,-0.9039269625,Traumatología y/o cirugía ortopédica
Aragón,Zaragoza,Zaragoza,Hospital General de la Defensa en Zaragoza,200,976567710,"Calle Vía Ibérica 1-15 1-15, 50009, Zaragoza, Zaragoza, Aragón",41.63038534,-0.9039269625,Alergología
Aragón,Zaragoza,Zaragoza,Hospital General de la Defensa en Zaragoza,200,976567710,"Calle Vía Ibérica 1-15 1-15, 50009, Zaragoza, Zaragoza, Aragón",41.63038534,-0.9039269625,Geriatría
Aragón,Zaragoza,Zaragoza,Hospital General de la Defensa en Zaragoza,200,976567710,"Calle Vía Ibérica 1-15 1-15, 50009, Zaragoza, Zaragoza, Aragón",41.63038534,-0.9039269625,Medicina preventiva
Aragón,Zaragoza,Zaragoza,Hospital Clínico Universitario Lozano Blesa,808,976765700,"Calle San Juan Bosco 15, 50009, Zaragoza, Zaragoza, Aragón",41.64375196,-0.9032876924,Hospital de día y/o cirugía ambulatoria
Aragón,Zaragoza,Zaragoza,Hospital Clínico Universitario Lozano Blesa,808,976765700,"Calle San Juan Bosco 15, 50009, Zaragoza, Zaragoza, Aragón",41.64375196,-0.9032876924,Medicina interna
Aragón,Zaragoza,Zaragoza,Hospital Clínico Universitario Lozano Blesa,808,976765700,"Calle San Juan Bosco 15, 50009, Zaragoza, Zaragoza, Aragón",41.64375196,-0.9032876924,Psicología y/o psiquiatría
Aragón,Zaragoza,Zaragoza,Hospital Clínico Universitario Lozano Blesa,808,976765700,"Calle San Juan Bosco 15, 50009, Zaragoza, Zaragoza, Aragón",41.64375196,-0.9032876924,Angiología y cirugía vascular
